treatment,control,seed,delta_selection_J,delta_clean_accuracy,delta_clean_macro_f1,delta_clean_neutral_f1,delta_clean_mae,delta_clean_pearson,delta_masked_accuracy,delta_masked_macro_f1,delta_masked_mae,delta_masked_pearson
B_mask,B_old,20260924,0.0003143389881357095,0.0,0.0,0.0,0.00019127130508422852,-0.00032440209033546274,-7.6312576312354e-05,-0.0003527227558668411,0.00013543058324738677,-0.0003258199875773027
B_mask,B_old,20260925,-0.00080676227278631,0.0,0.0008692885610487311,0.002994908655286066,0.0004094839096069336,-2.988402785031319e-05,0.0006868131868131844,0.0010090004938780872,0.0005327463150024414,-6.174890378085607e-05
A_gate,A_TAV,20260923,0.02240476703945249,0.0013736263736263687,-0.007609204169582884,-0.028108089769469546,0.0441930890083313,-0.0015763429834846354,0.00366300366300365,-0.010179983952199878,0.0367388824621836,-0.00207111927401471
A_gate,A_TAV,20260924,-0.0061813011361468995,0.0027472527472527375,-0.0016987618616635114,-0.0178323519555747,-0.008348584175109863,0.02511503052530084,0.008750508750508645,0.006110915051057986,-0.005308359861373901,0.029223633355606515
A_gate,A_TAV,20260925,-0.0008395200500979083,0.006868131868131844,0.005030087460032084,-0.015738254064512402,0.0055027008056640625,0.0170252968148098,0.00424806674806677,0.001784833178394285,0.005192273192935581,0.013342407819071367
A_gate,A_T,20260923,0.02566958359233651,-0.013736263736263687,-0.019346543732840282,-0.027231251782149968,0.03326153755187988,0.0012910827434131633,-0.007860195360195221,-0.013996823100202449,0.030254142151938557,-0.0015412464413320226
A_gate,A_T,20260924,0.006910263016159934,0.0,-0.004925322821685896,-0.011927788523533212,0.006402134895324707,0.0034804123252427654,-0.00033068783068790353,-0.004693109161233555,0.0065023567941454585,0.0058816863027784105
A_gate,A_T,20260925,0.003947676286190971,0.009615384615384581,0.0035091215967179012,-0.029653240606587472,0.018337726593017578,0.0032757609691658196,0.004146316646316595,0.00041658033992098,0.014436992230238754,0.0033880268794788115
A_TA_clean,A_T_clean,20260923,0.0032172891111841295,-0.005494505494505475,-0.005162848079513949,0.0030546121006276294,-0.0035455822944641113,-0.0023684132698382765,-0.004019129019128931,-0.004192989770395172,-0.0036908001811415403,-0.0013779276901201287
A_TA_clean,A_T_clean,20260924,0.0073555479408982105,-0.01098901098901095,-0.002783985069010564,0.015829528158295303,0.009156644344329834,-0.01219989740666716,-0.009717134717134646,-0.004691824562996105,0.009510518224151054,-0.01482137313153975
A_TA_clean,A_T_clean,20260925,0.014582293601694607,-0.012362637362637319,-0.006491446640650156,0.016558198468006657,0.013037323951721191,-0.007276814837655521,-0.013990638990638904,-0.010007183421836485,0.017470402850045086,-0.013654177254806
A_TV_clean,A_T_clean,20260923,-0.011673728755335455,0.016483516483516536,-0.004202692911585593,-0.05125348189415041,0.00130540132522583,0.001498163172944933,0.021901709401709324,0.01213433005095943,-0.014929751555124882,0.012273132070395931
A_TV_clean,A_T_clean,20260924,-0.005740500822784211,-0.009615384615384581,0.007084920585351595,0.05428329092451234,0.011499226093292236,-0.0018833422899243724,-0.0063339438339438114,0.007296151689637154,0.002178296998695095,0.0006963252568774614
A_TV_clean,A_T_clean,20260925,-0.012150023929178189,0.013736263736263798,0.017115538153814724,0.033972520006039564,0.006319403648376465,0.00014840616239186755,0.008852258852259043,0.012781799220909051,0.004754372217037006,0.0022388842134963838
A_TAV_clean,A_T_clean,20260923,-0.006040625750500239,0.004120879120879106,-0.01026178078306661,-0.040038528623122405,0.0021062493324279785,-0.00363980139504938,0.011116198616198503,0.007679298267761148,-0.012088472092593117,0.004147108173792935
A_TAV_clean,A_T_clean,20260924,0.000672262179619243,-0.008241758241758212,0.0025856421320902268,0.037037037037037035,0.009631752967834473,-0.009826815462497862,-0.007351444851444899,0.00020026281380636224,0.0026648949693750534,-0.006414837937463558
A_TAV_clean,A_T_clean,20260925,0.002677010141303504,0.0027472527472527375,0.005472691120767981,0.03060291663643616,0.017304837703704834,-0.004702233533938727,-0.003001628001627954,0.0005208684158828358,0.011975057699062153,-0.003903805642238134
